antecedent_name	consequents_list	support	confidence	lift
Bag of Organic Bananas	['Large Lemon']	0.008212104756733068	0.06932604149911532	1.1197025077762177
Large Lemon	['Bag of Organic Bananas']	0.008212104756733068	0.13263579012155716	1.1197025077762177
Bag of Organic Bananas	['Organic Lemon']	0.008116836720112035	0.0685217950780119	2.5724346437602557
Organic Lemon	['Bag of Organic Bananas']	0.008116836720112035	0.30472103004291845	2.5724346437602557
Yellow Onions	['Banana']	0.008107309916449932	0.28711201079622134	2.016006852448121
Limes	['Organic Avocado']	0.008012041879828898	0.173904052936311	3.0357869157767765
Organic Avocado	['Limes']	0.008012041879828898	0.13986362880425746	3.0357869157767765
Organic Strawberries	['Large Lemon']	0.007945354254194176	0.09493454752418896	1.533311994148568
Large Lemon	['Organic Strawberries']	0.007945354254194176	0.12832743498999846	1.533311994148568
Bag of Organic Bananas	['Organic Zucchini']	0.007907247039545762	0.06675245295158437	1.9254753308515955
Organic Zucchini	['Bag of Organic Bananas']	0.007907247039545762	0.2280846386369882	1.9254753308515955
Organic Strawberries	['Organic Cucumber']	0.00784055941391104	0.09368241320432555	2.628591784768362
Organic Cucumber	['Organic Strawberries']	0.00784055941391104	0.21999465383587277	2.628591784768362
Limes	['Organic Cilantro']	0.0077643449846142125	0.1685277088502895	6.233209307571648
Organic Hass Avocado	['Organic Raspberries']	0.0077643449846142125	0.13924483171023408	3.2808332772453737
Organic Raspberries	['Organic Hass Avocado']	0.0077643449846142125	0.1829405162738496	3.2808332772453737
Organic Cilantro	['Limes']	0.0077643449846142125	0.2871740662438337	6.233209307571648
Bag of Organic Bananas	['Organic Large Extra Fancy Fuji Apple']	0.007573808911372146	0.06393759047772238	2.8668676034494167
Organic Large Extra Fancy Fuji Apple	['Bag of Organic Bananas']	0.007573808911372146	0.3395984621956429	2.8668676034494167
Organic Yellow Onion	['Bag of Organic Bananas']	0.007535701696723732	0.23326452373930995	1.96920357594854
Bag of Organic Bananas	['Organic Yellow Onion']	0.007535701696723732	0.063615891909281	1.96920357594854
Organic Strawberries	['Organic Whole Milk']	0.007459487267426906	0.08912919749573137	2.351841245232387
Organic Whole Milk	['Organic Strawberries']	0.007459487267426906	0.19683257918552036	2.351841245232387
Organic Hass Avocado	['Banana']	0.0072784779978469424	0.1305313514437041	0.9165485562239138
Limes	['Bag of Organic Bananas']	0.007211790372212219	0.1565343258891646	1.3214523552845376
Bag of Organic Bananas	['Limes']	0.007211790372212219	0.06088145407752935	1.3214523552845376
Organic Baby Spinach	['Limes']	0.007183209961225909	0.09644410335124072	2.0933515708167256
Limes	['Organic Baby Spinach']	0.007183209961225909	0.15591397849462366	2.0933515708167256
Organic Zucchini	['Organic Baby Spinach']	0.007164156353901703	0.20665017862050014	2.77455222553825
Organic Baby Spinach	['Organic Zucchini']	0.007164156353901703	0.09618828344845229	2.77455222553825
Organic Cucumber	['Organic Baby Spinach']	0.007154629550239599	0.20074846297781343	2.695313879942714
Organic Baby Spinach	['Organic Cucumber']	0.007154629550239599	0.09606037349705807	2.695313879942714
Organic Blueberries	['Banana']	0.007135575942915392	0.18838028169014084	1.3227448677616571
Organic Zucchini	['Banana']	0.007040307906294359	0.20307776861775212	1.4259458250384365
Broccoli Crown	['Banana']	0.006964093476997533	0.31686172518422195	2.2248996392676585
Organic Raspberries	['Banana']	0.006906932655024913	0.1627384960718294	1.1426966163068915
Organic Grape Tomatoes	['Banana']	0.006821191422065983	0.23201555411535968	1.6291375121297051
Organic Garlic	['Bag of Organic Bananas']	0.006764030600093363	0.21954236239950525	1.8533620036986385
Small Hass Avocado	['Banana']	0.006649708956148122	0.2792	1.960451294400963
Organic Grape Tomatoes	['Organic Baby Spinach']	0.006573494526851296	0.2235904082955282	3.001997235553429
Organic Baby Spinach	['Organic Grape Tomatoes']	0.006573494526851296	0.08825786646201074	3.001997235553429
Organic Cucumber	['Organic Hass Avocado']	0.006497280097554469	0.18230419673883988	3.269421599023715
Organic Hass Avocado	['Organic Cucumber']	0.006497280097554469	0.11652144199555783	3.269421599023715
Organic Cucumber	['Banana']	0.006478226490230263	0.181769580326116	1.2763266799178152
Organic Garlic	['Organic Yellow Onion']	0.006373431649947126	0.20686456400742115	6.403406868229719
